IMPRESS ID	CATEGORY	CATEGORY
IMPC_EYE_086_001	no data left eye, present right eye	1
IMPC_EYE_086_001	no data right eye, present left eye	1
IMPC_EYE_085_001	absent	0
IMPC_EYE_085_001	present left eye	1
IMPC_EYE_085_001	present right eye	1
IMPC_EYE_085_001	present both eyes	1
IMPC_EYE_085_001	no data left eye, present right eye	1
IMPC_EYE_085_001	no data right eye, present left eye	1
IMPC_EYE_084_001	absent	0
IMPC_EYE_084_001	present left eye	1
IMPC_EYE_084_001	present right eye	1
IMPC_EYE_084_001	present both eyes	1
IMPC_EYE_084_001	no data left eye, present right eye	1
IMPC_EYE_084_001	no data right eye, present left eye	1
IMPC_EYE_083_001	normal	0
IMPC_EYE_083_001	left eye abnormal	1
IMPC_EYE_083_001	right eye abnormal	1
IMPC_EYE_083_001	both eyes abnormal	1
IMPC_EYE_083_001	no data left eye, right eye abnormal	1
IMPC_EYE_083_001	no data right eye, left eye abnormal	1
IMPC_EYE_082_001	normal	0
IMPC_EYE_082_001	left eye abnormal	1
IMPC_EYE_082_001	right eye abnormal	1
IMPC_EYE_082_001	both eyes abnormal	1
IMPC_EYE_082_001	no data left eye, right eye abnormal	1
IMPC_EYE_082_001	no data right eye, left eye abnormal	1
IMPC_EYE_081_001	absent	0
IMPC_EYE_081_001	present left eye	1
IMPC_EYE_081_001	present right eye	1
IMPC_EYE_081_001	present both eyes	1
IMPC_EYE_081_001	no data left eye, present right eye	1
IMPC_EYE_081_001	no data right eye, present left eye	1
IMPC_EYE_080_001	absent	0
IMPC_EYE_080_001	present left eye	1
IMPC_EYE_080_001	present right eye	1
IMPC_EYE_080_001	present both eyes	1
IMPC_EYE_080_001	no data left eye, present right eye	1
IMPC_EYE_080_001	no data right eye, present left eye	1
IMPC_EYE_027_001	absent	0
IMPC_EYE_027_001	present left eye	1
IMPC_EYE_027_001	present right eye	1
IMPC_EYE_027_001	present both eyes	1
IMPC_EYE_027_001	no data left eye, present right eye	1
IMPC_EYE_027_001	no data right eye, present left eye	1
IMPC_EYE_026_001	normal	0
IMPC_EYE_026_001	left eye abnormal	1
IMPC_EYE_026_001	right eye abnormal	1
IMPC_EYE_026_001	both eyes abnormal	1
IMPC_EYE_026_001	no data left eye, right eye abnormal	1
IMPC_EYE_026_001	no data right eye, left eye abnormal	1
IMPC_EYE_025_001	normal	0
IMPC_EYE_025_001	left eye abnormal	1
IMPC_EYE_025_001	right eye abnormal	1
IMPC_EYE_025_001	both eyes abnormal	1
IMPC_EYE_025_001	no data left eye, right eye abnormal	1
IMPC_EYE_025_001	no data right eye, left eye abnormal	1
IMPC_EYE_024_001	normal	0
IMPC_EYE_024_001	left eye abnormal	1
IMPC_EYE_024_001	right eye abnormal	1
IMPC_EYE_024_001	both eyes abnormal	1
IMPC_EYE_024_001	no data left eye, right eye abnormal	1
IMPC_EYE_024_001	no data right eye, left eye abnormal	1
IMPC_EYE_023_001	normal	0
IMPC_EYE_023_001	left eye abnormal	1
IMPC_EYE_023_001	right eye abnormal	1
IMPC_EYE_023_001	both eyes abnormal	1
IMPC_EYE_023_001	no data left eye, right eye abnormal	1
IMPC_EYE_023_001	no data right eye, left eye abnormal	1
IMPC_EYE_022_001	normal	0
IMPC_EYE_022_001	left eye abnormal	1
IMPC_EYE_022_001	right eye abnormal	1
IMPC_EYE_022_001	both eyes abnormal	1
IMPC_EYE_022_001	no data left eye, right eye abnormal	1
IMPC_EYE_022_001	no data right eye, left eye abnormal	1
IMPC_EYE_021_001	normal	0
IMPC_EYE_021_001	left eye abnormal	1
IMPC_EYE_021_001	right eye abnormal	1
IMPC_EYE_021_001	both eyes abnormal	1
IMPC_EYE_021_001	no data left eye, right eye abnormal	1
IMPC_EYE_021_001	no data right eye, left eye abnormal	1
IMPC_EYE_020_001	normal	0
IMPC_EYE_020_001	left eye abnormal	1
IMPC_EYE_020_001	right eye abnormal	1
IMPC_EYE_020_001	both eyes abnormal	1
IMPC_EYE_020_001	no data left eye, right eye abnormal	1
IMPC_EYE_020_001	no data right eye, left eye abnormal	1
IMPC_EYE_019_001	absent	0
IMPC_EYE_019_001	present left eye	1
IMPC_EYE_019_001	present right eye	1
IMPC_EYE_019_001	present both eyes	1
IMPC_EYE_019_001	no data left eye, present right eye	1
IMPC_EYE_019_001	no data right eye, present left eye	1
IMPC_EYE_018_001	absent	0
IMPC_EYE_018_001	present left eye	1
IMPC_EYE_018_001	present right eye	1
IMPC_EYE_018_001	present both eyes	1
IMPC_EYE_018_001	no data left eye, present right eye	1
IMPC_EYE_018_001	no data right eye, present left eye	1
IMPC_EYE_017_001	absent	0
IMPC_EYE_017_001	present left eye	1
IMPC_EYE_017_001	present right eye	1
IMPC_EYE_017_001	present both eyes	1
IMPC_EYE_017_001	no data left eye, present right eye	1
IMPC_EYE_017_001	no data right eye, present left eye	1
IMPC_EYE_016_001	normal	0
IMPC_EYE_016_001	left eye abnormal	1
IMPC_EYE_016_001	right eye abnormal	1
IMPC_EYE_016_001	both eyes abnormal	1
IMPC_EYE_016_001	no data left eye, right eye abnormal	1
IMPC_EYE_016_001	no data right eye, left eye abnormal	1
IMPC_EYE_015_001	normal	0
IMPC_EYE_015_001	left eye abnormal	1
IMPC_EYE_015_001	right eye abnormal	1
IMPC_EYE_015_001	both eyes abnormal	1
IMPC_EYE_015_001	no data left eye, right eye abnormal	1
IMPC_EYE_015_001	no data right eye, left eye abnormal	1
IMPC_EYE_014_001	normal	0
IMPC_EYE_014_001	left eye abnormal	1
IMPC_EYE_014_001	right eye abnormal	1
IMPC_EYE_014_001	both eyes abnormal	1
IMPC_EYE_014_001	no data left eye, right eye abnormal	1
IMPC_EYE_014_001	no data right eye, left eye abnormal	1
IMPC_EYE_013_001	normal	0
IMPC_EYE_013_001	left eye dilated	1
IMPC_EYE_013_001	right eye dilated	1
IMPC_EYE_013_001	both eyes dilated	1
IMPC_EYE_013_001	no data left eye, right eye abnormal	1
IMPC_EYE_013_001	no data right eye, left eye abnormal	1
IMPC_EYE_012_001	normal	0
IMPC_EYE_012_001	left eye abnormal	1
IMPC_EYE_012_001	right eye abnormal	1
IMPC_EYE_012_001	both eyes abnormal	1
IMPC_EYE_012_001	no data left eye, right eye abnormal	1
IMPC_EYE_012_001	no data right eye, left eye abnormal	1
IMPC_EYE_011_001	normal	0
IMPC_EYE_011_001	left eye abnormal	1
IMPC_EYE_011_001	right eye abnormal	1
IMPC_EYE_011_001	both eyes abnormal	1
IMPC_EYE_011_001	no data left eye, right eye abnormal	1
IMPC_EYE_011_001	no data right eye, left eye abnormal	1
IMPC_EYE_010_001	normal	0
IMPC_EYE_010_001	left eye abnormal	1
IMPC_EYE_010_001	right eye abnormal	1
IMPC_EYE_010_001	both eyes abnormal	1
IMPC_EYE_010_001	no data left eye, right eye abnormal	1
IMPC_EYE_010_001	no data right eye, left eye abnormal	1
IMPC_EYE_009_001	absent	0
IMPC_EYE_009_001	present left eye	1
IMPC_EYE_009_001	present right eye	1
IMPC_EYE_009_001	present both eyes	1
IMPC_EYE_009_001	no data left eye, present right eye	1
IMPC_EYE_009_001	no data right eye, present left eye	1
IMPC_EYE_008_001	absent	0
IMPC_EYE_008_001	present left eye	1
IMPC_EYE_008_001	present right eye	1
IMPC_EYE_008_001	present both eyes	1
IMPC_EYE_008_001	no data left eye, present right eye	1
IMPC_EYE_008_001	no data right eye, present left eye	1
IMPC_EYE_007_001	normal	0
IMPC_EYE_007_001	left eye abnormal	1
IMPC_EYE_007_001	right eye abnormal	1
IMPC_EYE_007_001	both eyes abnormal	1
IMPC_EYE_007_001	no data left eye, right eye abnormal	1
IMPC_EYE_007_001	no data right eye, left eye abnormal	1
IMPC_EYE_006_001	normal	0
IMPC_EYE_006_001	left eye abnormal	1
IMPC_EYE_006_001	right eye abnormal	1
IMPC_EYE_006_001	both eyes abnormal	1
IMPC_EYE_006_001	no data left eye, right eye abnormal	1
IMPC_EYE_006_001	no data right eye, left eye abnormal	1
IMPC_EYE_005_001	normal	0
IMPC_EYE_005_001	left eye closed	1
IMPC_EYE_005_001	right eye closed	1
IMPC_EYE_005_001	both eyes closed	1
IMPC_EYE_005_001	no data left eye, right eye abnormal	1
IMPC_EYE_005_001	no data right eye, left eye abnormal	1
IMPC_EYE_004_001	normal	0
IMPC_EYE_004_001	left eye abnormal	1
IMPC_EYE_004_001	right eye abnormal	1
IMPC_EYE_004_001	both eyes abnormal	1
IMPC_EYE_004_001	no data left eye, right eye abnormal	1
IMPC_EYE_004_001	no data right eye, left eye abnormal	1
IMPC_EYE_003_001	absent	0
IMPC_EYE_003_001	present left eye	1
IMPC_EYE_003_001	present right eye	1
IMPC_EYE_003_001	present both eyes	1
IMPC_EYE_003_001	no data left eye, present right eye	1
IMPC_EYE_003_001	no data right eye, present left eye	1
IMPC_EYE_002_001	absent	0
IMPC_EYE_002_001	present left eye	1
IMPC_EYE_002_001	present right eye	1
IMPC_EYE_002_001	present both eyes	1
IMPC_EYE_002_001	no data left eye, present right eye	1
IMPC_EYE_002_001	no data right eye, present left eye	1
IMPC_EYE_001_001	present	0
IMPC_EYE_001_001	absent left eye	1
IMPC_EYE_001_001	absent right eye	1
IMPC_EYE_001_001	absent both eyes	1
IMPC_CSD_080_001	Absent	0
IMPC_CSD_080_001	Present	1
IMPC_CSD_079_001	As expected	0
IMPC_CSD_079_001	Excessive aggression	1
IMPC_CSD_078_001	As expected	0
IMPC_CSD_078_001	Not as expected	1
IMPC_CSD_077_001	Present	0
IMPC_CSD_077_001	Absent	1
IMPC_CSD_076_001	As expected	0
IMPC_CSD_076_001	Not as expected	1
IMPC_CSD_075_001	As expected	0
IMPC_CSD_075_001	Not as expected	1
IMPC_CSD_074_001	As expected	0
IMPC_CSD_074_001	Not as expected	1
IMPC_CSD_073_001	As expected	0
IMPC_CSD_073_001	Not as expected	1
IMPC_CSD_072_001	As expected	0
IMPC_CSD_072_001	Not as expected	1
IMPC_CSD_071_001	As expected	0
IMPC_CSD_071_001	Absent	1
IMPC_CSD_070_001	As expected	0
IMPC_CSD_070_001	Not as expected	1
IMPC_CSD_069_001	As expected	0
IMPC_CSD_069_001	Not as expected	1
IMPC_CSD_068_001	As expected	0
IMPC_CSD_068_001	Not as expected	1
IMPC_CSD_067_001	As expected	0
IMPC_CSD_067_001	Not as expected	1
IMPC_CSD_066_001	As expected	0
IMPC_CSD_066_001	Not as expected	1
IMPC_CSD_065_001	As expected	0
IMPC_CSD_065_001	Not as expected	1
IMPC_CSD_064_001	As expected	0
IMPC_CSD_064_001	Not as expected	1
IMPC_CSD_063_001	As expected	0
IMPC_CSD_063_001	Not as expected	1
IMPC_CSD_062_001	As expected	0
IMPC_CSD_062_001	Not as expected	1
IMPC_CSD_061_001	As expected	0
IMPC_CSD_061_001	Not as expected	1
IMPC_CSD_060_001	As expected	0
IMPC_CSD_060_001	Not as expected	1
IMPC_CSD_059_001	As expected	0
IMPC_CSD_059_001	Not as expected	1
IMPC_CSD_058_001	As expected	0
IMPC_CSD_058_001	Not as expected	1
IMPC_CSD_057_001	As expected	0
IMPC_CSD_057_001	Not as expected	1
IMPC_CSD_056_001	As expected	0
IMPC_CSD_056_001	Not as expected	1
IMPC_CSD_055_002	As expected	0
IMPC_CSD_055_002	One hindlimb - not as expected	1
IMPC_CSD_055_002	Both hindlimbs - not as expected	1
IMPC_CSD_055_001	As expected	0
IMPC_CSD_055_001	One hindlimb not as expected	1
IMPC_CSD_055_001	Both hindlimbs not as expected	1
IMPC_CSD_054_002	As expected	0
IMPC_CSD_054_002	One forelimb - not as expected	1
IMPC_CSD_054_002	Both forelimbs - not as expected	1
IMPC_CSD_054_001	As expected	0
IMPC_CSD_054_001	One forelimb not as expected	1
IMPC_CSD_054_001	Both forelimbs not as expected	1
IMPC_CSD_053_002	As expected	0
IMPC_CSD_053_002	One hindlimb - increased length	1
IMPC_CSD_053_002	One hindlimb - decreased length	1
IMPC_CSD_053_002	Both hindlimbs - increased length	1
IMPC_CSD_053_002	Both hindlimbs - decreased length	1
IMPC_CSD_053_001	As expected	0
IMPC_CSD_053_001	One hindlimb increased length	1
IMPC_CSD_053_001	One hindlimb decreased length	1
IMPC_CSD_053_001	Both hindlimbs increased length	1
IMPC_CSD_053_001	Both hindlimbs decreased length	1
IMPC_CSD_052_002	As expected	0
IMPC_CSD_052_002	One forelimb - increased length	1
IMPC_CSD_052_002	One forelimb - decreased length	1
IMPC_CSD_052_002	Both forelimbs - increased length	1
IMPC_CSD_052_002	Both forelimbs - decreased length	1
IMPC_CSD_052_001	As expected	0
IMPC_CSD_052_001	One forelimb increased length	1
IMPC_CSD_052_001	One forelimb decreased length	1
IMPC_CSD_052_001	Both forelimbs increased length	1
IMPC_CSD_052_001	Both forelimbs decreased length	1
IMPC_CSD_051_002	As expected	0
IMPC_CSD_051_002	One hindlimb - increased number	1
IMPC_CSD_051_002	One hindlimb - decreased number	1
IMPC_CSD_051_002	Both hindlimbs - increased number	1
IMPC_CSD_051_002	Both hindlimbs - decreased number	1
IMPC_CSD_051_001	As expected	0
IMPC_CSD_051_001	One hindlimb increased number	1
IMPC_CSD_051_001	One hindlimb decreased number	1
IMPC_CSD_051_001	Both hindlimbs increased number	1
IMPC_CSD_051_001	Both hindlimbs decreased number	1
IMPC_CSD_050_002	As expected	0
IMPC_CSD_050_002	One forelimb - increased number	1
IMPC_CSD_050_002	One forelimb - decreased number	1
IMPC_CSD_050_002	Both forelimbs - increased number	1
IMPC_CSD_050_002	Both forelimbs - decreased number	1
IMPC_CSD_050_001	As expected	0
IMPC_CSD_050_001	One forelimb increased number	1
IMPC_CSD_050_001	One forelimb decreased number	1
IMPC_CSD_050_001	Both forelimbs increased number	1
IMPC_CSD_050_001	Both forelimbs decreased number	1
IMPC_CSD_049_002	As expected	0
IMPC_CSD_049_002	One hindlimb - not as expected	1
IMPC_CSD_049_002	Both hindlimbs - not as expected	1
IMPC_CSD_049_001	As expected	0
IMPC_CSD_049_001	One hindlimb not as expected	1
IMPC_CSD_049_001	Both hindlimbs not as expected	1
IMPC_CSD_048_002	As expected	0
IMPC_CSD_048_002	One forelimb - not as expected	1
IMPC_CSD_048_002	Both forelimbs - not as expected	1
IMPC_CSD_048_001	As expected	0
IMPC_CSD_048_001	One forelimb not as expected	1
IMPC_CSD_048_001	Both forelimbs not as expected	1
IMPC_CSD_047_001	As expected	0
IMPC_CSD_047_001	One hindlimb - increased size	1
IMPC_CSD_047_001	One hindlimb - decreased size	1
IMPC_CSD_047_001	One hindlimb - fused	1
IMPC_CSD_047_001	Both hindlimbs - increased size	1
IMPC_CSD_047_001	Both hindlimbs - decreased size	1
IMPC_CSD_047_001	Both hindlimbs - fused	1
IMPC_CSD_046_001	As expected	0
IMPC_CSD_046_001	One forelimb - increased size	1
IMPC_CSD_046_001	One forelimb - decreased size	1
IMPC_CSD_046_001	One forelimb - fused	1
IMPC_CSD_046_001	Both forelimbs - increased size	1
IMPC_CSD_046_001	Both forelimbs - decreased size	1
IMPC_CSD_046_001	Both forelimbs - fused	1
IMPC_CSD_045_002	As expected	0
IMPC_CSD_045_002	One hindlimb - increased number	1
IMPC_CSD_045_002	One hindlimb - decreased number	1
IMPC_CSD_045_002	Both hindlimbs - increased number	1
IMPC_CSD_045_002	Both hindlimbs - decreased number	1
IMPC_CSD_045_001	As expected	0
IMPC_CSD_045_001	One hindlimb increased number	1
IMPC_CSD_045_001	One hindlimb decreased number	1
IMPC_CSD_045_001	Both hindlimbs increased number	1
IMPC_CSD_045_001	Both hindlimbs decreased number	1
IMPC_CSD_044_002	As expected	0
IMPC_CSD_044_002	One forelimb - increased number	1
IMPC_CSD_044_002	One forelimb - decreased number	1
IMPC_CSD_044_002	Both forelimbs - increased number	1
IMPC_CSD_044_002	Both forelimbs - decreased number	1
IMPC_CSD_044_001	As expected	0
IMPC_CSD_044_001	One forelimb increased number	1
IMPC_CSD_044_001	One forelimb decreased number	1
IMPC_CSD_044_001	Both forelimbs increased number	1
IMPC_CSD_044_001	Both forelimbs decreased number	1
IMPC_CSD_043_002	As expected	0
IMPC_CSD_043_002	One hindpaw - not as expected	1
IMPC_CSD_043_002	Both hindpaws - not as expected	1
IMPC_CSD_043_001	As expected	0
IMPC_CSD_043_001	One hindpaw not as expected	1
IMPC_CSD_043_001	Both hindpaws not as expected	1
IMPC_CSD_042_002	As expected	0
IMPC_CSD_042_002	One forepaw - not as expected	1
IMPC_CSD_042_002	Both forepaws - not as expected	1
IMPC_CSD_042_001	As expected	0
IMPC_CSD_042_001	One forepaw not as expected	1
IMPC_CSD_042_001	Both forepaws not as expected	1
IMPC_CSD_041_002	As expected	0
IMPC_CSD_041_002	One hindpaw - increased	1
IMPC_CSD_041_002	One hindpaw - decreased	1
IMPC_CSD_041_002	Both hindpaws - increased	1
IMPC_CSD_041_002	Both hindpaws - decreased	1
IMPC_CSD_041_001	As expected	0
IMPC_CSD_041_001	One hindpaw increased	1
IMPC_CSD_041_001	One hindpaw decreased	1
IMPC_CSD_041_001	Both hindpaws increased	1
IMPC_CSD_041_001	Both hindpaws decreased	1
IMPC_CSD_040_002	As expected	0
IMPC_CSD_040_002	One forepaw - decreased	1
IMPC_CSD_040_002	Both forepaws - increased	1
IMPC_CSD_040_002	Both forepaws - decreased	1
IMPC_CSD_040_002	One forepaw - increased	1
IMPC_CSD_040_001	As expected	0
IMPC_CSD_040_001	One forepaw increased	1
IMPC_CSD_040_001	One forepaw decreased	1
IMPC_CSD_040_001	Both forepaws increased	1
IMPC_CSD_040_001	Both forepaws decreased	1
IMPC_CSD_039_001	Absent	0
IMPC_CSD_039_001	Present	1
IMPC_CSD_038_001	Absent	0
IMPC_CSD_038_001	Present	1
IMPC_CSD_037_001	None	0
IMPC_CSD_037_001	Circling	1
IMPC_CSD_037_001	Jumping	1
IMPC_CSD_037_001	Retropulsion	1
IMPC_CSD_037_001	Other	1
IMPC_CSD_036_001	Present	0
IMPC_CSD_036_001	None	1
IMPC_CSD_035_001	Response to touch	0
IMPC_CSD_035_001	Flees prior to touch	0
IMPC_CSD_035_001	No response	1
IMPC_CSD_034_001	As expected	0
IMPC_CSD_034_001	Straub / elevated tail	1
IMPC_CSD_034_001	Dragging	1
IMPC_CSD_033_001	Fluid movement	0
IMPC_CSD_033_001	Lack of fluidity in movement	1
IMPC_CSD_031_001	As expected	0
IMPC_CSD_031_001	Immediate movement	0
IMPC_CSD_031_001	Extended freeze	1
IMPC_CSD_030_001	Absent	0
IMPC_CSD_030_001	Present	1
IMPC_CSD_029_001	As expected	0
IMPC_CSD_029_001	Increased activity	1
IMPC_CSD_029_001	Inactive	1
IMPC_CSD_028_001	As expected	0
IMPC_CSD_028_001	Increased	1
IMPC_CSD_028_001	Decreased	1
IMPC_CSD_027_001	As expected	0
IMPC_CSD_027_001	Not as expected	1
IMPC_CSD_026_001	As expected	0
IMPC_CSD_026_001	Not as expected	1
IMPC_CSD_025_001	As expected	0
IMPC_CSD_025_001	Increased	1
IMPC_CSD_025_001	Decreased	1
IMPC_CSD_024_001	As expected	0
IMPC_CSD_024_001	Not as expected	1
IMPC_CSD_023_001	As expected	0
IMPC_CSD_023_001	Not as expected	1
IMPC_CSD_022_001	As expected	0
IMPC_CSD_022_001	One hindlimb only - increased	1
IMPC_CSD_022_001	One hindlimb only - decreased	1
IMPC_CSD_022_001	Both hindlimbs - increased	1
IMPC_CSD_022_001	Both hindlimbs - decreased	1
IMPC_CSD_021_001	As expected	0
IMPC_CSD_021_001	One hindlimb only - not as expected	1
IMPC_CSD_021_001	Both hindlimbs - not as expected	1
IMPC_CSD_020_001	As expected	0
IMPC_CSD_020_001	One hindlimb only - not as expected	1
IMPC_CSD_020_001	Both hindlimbs - not as expected	1
IMPC_CSD_019_001	As expected	0
IMPC_CSD_019_001	One forelimb only - increased	1
IMPC_CSD_019_001	One forelimb only - decreased	1
IMPC_CSD_019_001	Both forelimbs - increased	1
IMPC_CSD_019_001	Both forelimbs - decreased	1
IMPC_CSD_018_001	As expected	0
IMPC_CSD_018_001	One forelimb only - not as expected	1
IMPC_CSD_018_001	Both forelimbs - not as expected	1
IMPC_CSD_017_001	As expected	0
IMPC_CSD_017_001	One forelimb only - not as expected	1
IMPC_CSD_017_001	Both forelimbs - not as expected	1
IMPC_CSD_016_001	As expected	0
IMPC_CSD_016_001	Not as expected	1
IMPC_CSD_015_001	As expected	0
IMPC_CSD_015_001	Not as expected	1
IMPC_CSD_014_001	As expected	0
IMPC_CSD_014_001	Not as expected	1
IMPC_CSD_013_001	As expected	0
IMPC_CSD_013_001	Not as expected	1
IMPC_CSD_012_001	As expected	0
IMPC_CSD_012_001	Not as expected	1
IMPC_CSD_011_001	As expected	0
IMPC_CSD_011_001	Not as expected	1
IMPC_CSD_010_001	As expected	0
IMPC_CSD_010_001	Not as expected	1
IMPC_CSD_009_001	As expected	0
IMPC_CSD_009_001	Not as expected	1
IMPC_CSD_008_001	As expected	0
IMPC_CSD_008_001	Not as expected	1
IMPC_CSD_007_001	As expected	0
IMPC_CSD_007_001	Not as expected	1
IMPC_CSD_006_001	As expected	0
IMPC_CSD_006_001	Not as expected	1
IMPC_CSD_005_001	As expected	0
IMPC_CSD_005_001	Not as expected	1
IMPC_CSD_004_001	As expected	0
IMPC_CSD_004_001	Not as expected	1
IMPC_CSD_003_001	As expected	0
IMPC_CSD_003_001	Increased	1
IMPC_CSD_003_001	Decreased	1
IMPC_CSD_002_001	As expected	0
IMPC_CSD_002_001	Long	1
IMPC_CSD_002_001	Short	1
IMPC_CSD_001_001	Present	0
IMPC_CSD_001_001	Absent	1
IMPC_ABR_016_001	Yes	0
IMPC_ABR_016_001	No	1
HMGU_ROT_003_001	f	0
HMGU_ROT_003_001	j	1
HMGU_ROT_003_001	p	1
HAS_XRY_031_001	yes	0
HAS_XRY_031_001	no	1
HAS_XRY_030_001	yes	0
HAS_XRY_030_001	no	1
HAS_XRY_029_001	no syndactylism	0
HAS_XRY_029_001	Syndactylism	1
HAS_XRY_027_001	normal	0
HAS_XRY_027_001	abnormal	1
HAS_XRY_026_001	Normal (0)	0
HAS_XRY_026_001	Mild (1)	1
HAS_XRY_026_001	Obvious (2)	1
HAS_XRY_026_001	Severe (3)	1
HAS_XRY_025_001	Normal (0)	0
HAS_XRY_025_001	Mild (1)	1
HAS_XRY_025_001	Obvious (2)	1
HAS_XRY_025_001	Severe (3)	1
HAS_XRY_024_001	Normal (0)	0
HAS_XRY_024_001	Mild (1)	1
HAS_XRY_024_001	Obvious (2)	1
HAS_XRY_024_001	Severe (3)	1
HAS_XRY_023_001	Normal (0)	0
HAS_XRY_023_001	Mild (1)	1
HAS_XRY_023_001	Obvious (2)	1
HAS_XRY_023_001	Severe (3)	1
HAS_XRY_022_001	Normal (0)	0
HAS_XRY_022_001	Mild (1)	1
HAS_XRY_022_001	Obvious (2)	1
HAS_XRY_022_001	Severe (3)	1
HAS_XRY_021_001	Normal (0)	0
HAS_XRY_021_001	Mild (1)	1
HAS_XRY_021_001	Obvious (2)	1
HAS_XRY_021_001	Severe (3)	1
HAS_XRY_020_001	normal	0
HAS_XRY_020_001	abnormal	1
HAS_XRY_019_001	no	0
HAS_XRY_019_001	yes	1
HAS_XRY_018_001	normal	0
HAS_XRY_018_001	abnormal	1
HAS_XRY_012_001	Normal (0)	0
HAS_XRY_012_001	Mild (1)	1
HAS_XRY_012_001	Obvious (2)	1
HAS_XRY_012_001	Severe (3)	1
HAS_XRY_011_001	not fused	0
HAS_XRY_011_001	fused	1
HAS_XRY_010_001	normal	0
HAS_XRY_010_001	abnormal	1
HAS_XRY_007_001	Normal (0)	0
HAS_XRY_007_001	Mild (1)	1
HAS_XRY_007_001	Obvious (2)	1
HAS_XRY_007_001	Severe (3)	1
HAS_XRY_006_001	normal	0
HAS_XRY_006_001	abnormal	1
HAS_XRY_005_001	normal	0
HAS_XRY_005_001	abnormal	1
HAS_XRY_004_001	normal	0
HAS_XRY_004_001	abnormal	1
HAS_XRY_003_001	normal	0
HAS_XRY_003_001	abnormal	1
HAS_XRY_002_001	Normal (0)	0
HAS_XRY_002_001	Mild (1)	1
HAS_XRY_001_001	Normal (0)	0
HAS_XRY_001_001	Mild (1)	1
HAS_XRY_001_001	Obvious (2)	1
HAS_XRY_001_001	Severe (3)	1
HAS_SLT_019_001	normal	0
HAS_SLT_019_001	abnormal	1
HAS_SLT_019_001	left eye absent	1
HAS_SLT_019_001	right eye absent	1
HAS_SLT_019_001	bilaterally absent	1
HAS_SLT_014_001	normal	0
HAS_SLT_014_001	left eye abnormal	1
HAS_SLT_014_001	right eye abnormal	1
HAS_SLT_014_001	bilaterally abnormal	1
HAS_SLT_013_001	normal	0
HAS_SLT_013_001	left eye abnormal	1
HAS_SLT_013_001	right eye abnormal	1
HAS_SLT_013_001	bilaterally abnormal	1
HAS_SLT_012_001	normal	0
HAS_SLT_012_001	left eye abnormal	1
HAS_SLT_012_001	right eye abnormal	1
HAS_SLT_012_001	bilaterally abnormal	1
HAS_SLT_012_001	left eye dilated	1
HAS_SLT_012_001	right eye dilated	1
HAS_SLT_012_001	bilaterally dilated	1
HAS_SLT_011_001	normal	0
HAS_SLT_011_001	left eye abnormal	1
HAS_SLT_011_001	right eye abnormal	1
HAS_SLT_011_001	bilaterally abnormal	1
HAS_SLT_010_001	normal	0
HAS_SLT_010_001	right eye abnormal	1
HAS_SLT_010_001	left eye abnormal	1
HAS_SLT_010_001	bilaterally abnormal	1
HAS_SLT_009_001	normal	0
HAS_SLT_009_001	left eye opaque	1
HAS_SLT_009_001	right eye opaque	1
HAS_SLT_009_001	bilaterally opaque	1
HAS_SLT_008_001	normal	0
HAS_SLT_008_001	left eye abnormal	1
HAS_SLT_008_001	right eye abnormal	1
HAS_SLT_008_001	bilaterally abnormal	1
HAS_SLT_007_001	absent	0
HAS_SLT_007_001	left eye present	1
HAS_SLT_007_001	right eye present	1
HAS_SLT_007_001	bilaterally present	1
HAS_SLT_006_001	normal	0
HAS_SLT_006_001	left eye opaque	1
HAS_SLT_006_001	right eye opaque	1
HAS_SLT_006_001	bilaterally opaque	1
HAS_SLT_005_001	normal	0
HAS_SLT_005_001	left eye abnormal	1
HAS_SLT_005_001	right eye abnormal	1
HAS_SLT_005_001	bilaterally abnormal	1
HAS_SLT_004_001	normal	0
HAS_SLT_004_001	left eye closed	1
HAS_SLT_004_001	right eye closed	1
HAS_SLT_004_001	bilaterally closed	1
HAS_SLT_004_001	left eye closure incomplete	1
HAS_SLT_004_001	right eye closure incomplete	1
HAS_SLT_004_001	closure incomplete bilaterally	1
HAS_SLT_003_001	left eye present	1
HAS_SLT_003_001	right eye present	1
HAS_SLT_003_001	bilaterally present	1
HAS_SLT_003_001	absent	0
HAS_SLT_002_001	normal	0
HAS_SLT_002_001	left eye decreased size	1
HAS_SLT_002_001	right eye decreased size	1
HAS_SLT_002_001	bilaterally decreased size	1
HAS_SLT_002_001	left eye increased size	1
HAS_SLT_002_001	right eye increased size	1
HAS_SLT_002_001	bilaterally increased size	1
HAS_OPH_016_001	normal	0
HAS_OPH_016_001	abnormal	1
HAS_OPH_014_001	normal	0
HAS_OPH_014_001	abnormal	1
HAS_OPH_013_001	normal	0
HAS_OPH_013_001	abnormal	1
HAS_OPH_011_001	normal	0
HAS_OPH_011_001	abnormal	1
HAS_OPH_010_001	normal	0
HAS_OPH_010_001	abnormal	1
HAS_OPH_009_001	normal	0
HAS_OPH_009_001	degenerate	1
HAS_OPH_008_001	normal	0
HAS_OPH_008_001	abnormal	1
HAS_OPH_007_001	normal	0
HAS_OPH_007_001	abnormal	1
HAS_OPH_006_001	normal	0
HAS_OPH_006_001	abnormal	1
HAS_OPH_005_001	normal	0
HAS_OPH_005_001	degenerate	1
HAS_OPH_004_001	normal	0
